Store name,Store Address,Store timings,Store Phone Number,latitude,longitude
V-Mart,"Shop No 6/392, Rahul Bhawan, Rajdhani Marg, Sarvodaya Nagar, Shuklaganj, Unnao, Uttar Pradesh, 209861",10:00 AM to 10:00 PM,0844 8085 172,26.4853838,80.3919781
V-Mart,"No 128/105/B, Raman Bihari Bhawan, Yashoda Nagar, Yashoda Nagar, Kanpur, Uttar Pradesh, 208011",10:00 AM to 10:00 PM,0730 3134 964,26.410799,80.330228
V-Mart,"Palampur City Mall, Main Market Road, Near HDFC Bank, Palampur, Kangra, Himachal Pradesh, 176052",10:00 AM to 10:00 PM,0730 3200 879,32.1052151,76.5339596
V-Mart,"Plot No 291, Shahganj Sadar Bazaar, Ab Nagar, Unnao, Uttar Pradesh, 209801",10:00 AM to 10:00 PM,0880 0837 092,26.5416112,80.4817349
V-Mart,"Kota Road, Infront of Government Senior Secondary School, Bara Pancharole, Baran, Rajasthan, 325205",11:00 AM to 10:00 PM,0928 9551 044,25.099224,76.504117
V-Mart,"Chandel Market, Harjindar Nagar Chouraha, Lal Bangla, Harjinder Nagar, Kanpur Nagar, Uttar Pradesh, 208007",10:00 AM to 10:00 PM,0730 3182 526,26.416747,80.3917865
V-Mart,"Main Road, Opposite Bus Stand, Adarsh Colony, Kangra, Himachal Pradesh, 176001",10:00 AM to 10:00 PM,0730 3184 440,32.1139666,76.279339
V-Mart,"Khasra No 27, Sitapur Road, Opposite Bakshi Ka Talab Railway Station, Bakshi Ka Talab, Lucknow, Uttar Pradesh, 226201",10:00 AM to 10:00 PM,0742 8389 508,26.989236,80.9204145
V-Mart,"Plot No 5, Dubagga Chauraha, Sitapur Bypass, Hardoi Road, Opposite Chandaiya Eid Gaah, Aman Colony, Lucknow, Uttar Pradesh, 226101",10:00 AM to 09:30 PM,0730 3527 326,26.876641,80.854282
V-Mart,"1 Ch 19, Shopping Complex, Basant Vihar, Dadabari, Kota, Rajasthan, 324009",10:00 AM to 10:00 PM,0930 9048 423,25.1551677,75.827248
V-Mart,"House No 3A1, Rangbari Road, Talwandi, Kota, Rajasthan, 324005",10:00 AM to 10:00 PM,0730 3585 366,25.1421323,75.8381878
V-Mart,"Ground Floor, Mohan Road, Near Budheshwar Temple, Budheshwar Chauraha, Lucknow, Uttar Pradesh, 226003",10:00 AM to 10:00 PM,0742 8495 289,26.8408418,80.8546051
V-Mart,"E 2169, Old Taxi Stand, Rajajipuram, Lucknow, Uttar Pradesh, 226017",10:00 AM to 10:00 PM,0844 8491 987,26.8408935,80.8765482
V-Mart,"439 C/193 N Tehsim Ganj Chowk, Thakurganj, Lucknow, Uttar Pradesh, 226003",10:00 AM to 10:00 PM,0728 9005 834,26.8712852,80.8991997
V-Mart,"Shop No Cd/7, 98, Dalali Mohalla Chowk, Sabzi Mandi, Opposite Avadh Public School, Saadatganj, Lucknow, Uttar Pradesh, 226003",10:00 AM to 10:00 PM,0933 5640 068,26.868346,80.901683
V-Mart,"Ground Floor, Near Tikait Rai Talab, Rajajipuram, Mohaan Road, Opposite Power House, Rajajipuram, Lucknow, Uttar Pradesh, 226003",10:00 AM to 10:00 PM,0730 3630 065,26.84753,80.889773
V-Mart,"Sitapur Road, Purani Khadra Chungi, Iradat Nagar, Khadra, Lucknow, Uttar Pradesh, 226020",10:00 AM to 10:00 PM,0704 2700 201,26.8762192,80.9172074
V-Mart,"Sitapur Road Tadikhana, Palki, Near Highway Hospital, Aliganj, Lucknow, Uttar Pradesh, 226021",10:00 AM to 10:00 PM,0844 8480 731,26.9048544,80.9387619
V-Mart,"Tedhipulia, Khursi Road, Shyam Plaza House, Adil Nagar, Lucknow, Uttar Pradesh, 226021",11:00 AM to 10:00 PM,0959 9806 900,26.90931577,80.95733038
V-Mart,"Plot No 19/385, Ward, No 17, Stadium Road, Maherpuri, Hamirpur, Uttar Pradesh, 210301",10:00 AM to 10:00 PM,0844 8085 183,25.9540342,80.152859
V-Mart,"Vidya Plaza, Pn 6 18, Kanpur Road, Krishna Nagar, Lda Colony, Lucknow, Uttar Pradesh, 226023",10:00 AM to 10:00 PM,0844 8480 725,26.7972236,80.8930619
V-Mart,"Lekh Raj Panna Shopping Complex, Lohia Nagar Marg, Sector 2, Vikas Nagar, Lucknow, Uttar Pradesh, 226022",10:00 AM to 10:00 PM,0936 9660 960,26.8968865,80.9578584
V-Mart,"11 Baradari Road, Qaisarbagh Chauraha, Opposite Anand Cinema, Qaisarbagh, Lucknow, Uttar Pradesh, 226001",10:00 AM to 10:00 PM,0730 3630 054,26.850082,80.93138
V-Mart,"Plot No 11, St Road, Near Hotel Golden Tulip, Hussainganj, Lucknow, Uttar Pradesh, 226001",10:00 AM to 10:00 PM,0930 5993 919,26.8388378,80.9346842
V-Mart,"Plot No 28 And 29, Khasra No 297, Ward Sankar Purav, Khurram Nagar, Lucknow, Uttar Pradesh, 226012",10:00 AM to 10:00 PM,0966 7790 293,26.892126,80.974047
V-Mart,"Shop No 23 And 42, Ground Floor, Harshita Complex, Block B, Faizabad Road, Shakti Nagar, Lucknow, Uttar Pradesh, 226001",10:00 AM to 10:00 PM,0936 9080 360,26.8705645,80.9698454
V-Mart,"Sh 25, Agm Place Tibiri, Road, Near Hanuman Chowk, Sadar Bazar, Gurdaspur, Punjab, 143521",10:00 AM to 10:00 PM,0931 7563 913,32.037512,75.405854
V-Mart,"Shop No 587/78, Lucknow-Allahabad Road, Opposite Ram Bharose School, Telibagh, Lucknow, Uttar Pradesh, 226029",10:00 AM to 10:00 PM,0977 3989 144,26.782596,80.941977
V-Mart,"Krishna Vihar Colony Faizabad Road, National Highway 27, Opposite Bp Bora Indian Oil Petrol Pump, Chinhat, Lucknow, Uttar Pradesh, 227105",11:00 AM to 10:00 PM,0844 8182 011,26.8771339,81.0312851
V-Mart,"Khasra No. 1063 & 1064 Sarsawa, Arjunganj, Lucknow, Uttar Pradesh, 226001",10:00 AM to 10:00 PM,0742 8295 300,26.8063612,80.9924562
V-Mart,"Hb 336, Mission Dalhousie Link Road, Pathankot, Gurdaspur, Punjab, 145001",10:00 AM to 10:00 PM,0935 6785 269,32.2751051,75.657034
V-Mart,"Sukhdev Plaza, Faizabad Road, Opposite Kd Singh Babu Stadium, Nawabganj, Barabanki, Uttar Pradesh, 225001",10:00 AM to 10:00 PM,0933 5363 371,26.9274421,81.2028513
V-Mart,"Icon Tower, Indira Gandhi Stadium Road, Civil Line, Opposite Sneh Utsav Palace, Brahmnipura, Bahraich, Uttar Pradesh, 271801",10:00 AM to 10:00 PM,0981 0895 601,27.567576,81.599364
V-Mart,"Rk Tower, Chauraha, Gonda Road, Digiha, Bahraich, Uttar Pradesh, 271801",10:00 AM to 10:00 PM,0936 9067 255,27.5765406,81.6047143
V-Mart,"Icon Tower, Indira Gandhi Stadium Road, Civil Line, Opposite Sneh Utsav Palace, Brahmnipura, Bahraich, Uttar Pradesh, 271801",10:00 AM to 10:00 PM,0981 0895 601,27.567576,81.599364
V-Mart,"Rk Tower, Chauraha, Gonda Road, Digiha, Bahraich, Uttar Pradesh, 271801",10:00 AM to 10:00 PM,0936 9067 255,27.5765406,81.6047143
V-Mart,"Ground Floor, College Road, Down Town, Kathua, Jammu and Kashmir, 184101",10:00 AM to 10:00 PM,0783 8128 189,32.3733605,75.5226799
V-Mart,"Main Bazaar Road, Korihal Sudan Kehda, Lalganj, Raebareli, Uttar Pradesh, 229206",10:00 AM to 10:00 PM,0931 9697 765,26.1650564,80.9705292
V-Mart,"807 A, Narain Tower, Kutchery Road, Civil Lines, Fatehpur, Uttar Pradesh, 212601",10:00 AM to 10:00 PM,0936 9460 841,25.9272635,80.8009696
V-Mart,"Mayur Multiplex, Chawani Road, Nazarbagh, Banda, Uttar Pradesh, 210001",10:00 AM to 10:00 PM,0933 5003 804,25.4785791,80.3375928
V-Mart,"Ab Complex, Jawahar Road, Naya Mohalla, Chhatarpur, Madhya Pradesh, 471001",11:00 AM to 10:00 PM,0928 9792 510,24.917917,79.583992
V-Mart,"Shop No 283, Kutchery Road, Pnt Colony, Raebareli, Uttar Pradesh, 229001",10:00 AM to 10:00 PM,0535 2212 055,26.2247388,81.2404141
V-Mart,"Plot No 1 & 2, Chittorgarh Udaipur Road, Gadia, Near Tourist Bunglow, Lohar Colony, Chittorgarh, Rajasthan, 312001",10:00 AM to 10:00 PM,0931 1388 652,24.876917,74.620271
V-Mart,"Plot No 390, Jhanjhari Block, Malviya Nagar, Gonda, Uttar Pradesh, 271001",10:00 AM to 10:00 PM,0936 9102 223,27.1332302,81.9626295
V-Mart,"Ground Floor, Gonda Station Road, Sahabganj, Opposite Nooramal Mandir, Veer Pur, Gonda, Uttar Pradesh, 271002",10:00 AM to 10:00 PM,0928 9495 577,27.147341,81.969334
V-Mart,"Ground Floor, Near Kunjwani Chowk, Opposite Government Tube Well, Narwal, Jammu, Jammu and Kashmir, 180010",10:00 AM to 10:00 PM,0730 3200 897,32.6722038,74.881153
